recno,Mm,Cl,n_Cl,[DSP99],z,u_z,q_z,[OII],u_[OII],Hdelta,u_Hdelta,D4000,u_D4000,oRA,oDE,MType,D,magGB,ColGB,spFile,_RA,_DE
144,c,"Cl 0024+16", ,50,0.3891, ,1,0.0, ,2.0, ,2.04, ,8.1,17.4,"E",0,20.28,1.65,"cl0024/cl0024ew2_16.fits  ",6.651,17.1669
474,f,"Cl 0024+16", ,116,0.5558, ,2,-27.2, ,4.7, ,1.35, ,-1.0,17.1,"Scd",2,,,"cl0024/cl0024ew2_15.fits  ",6.6483,17.1669
126,c,"Cl 0024+16", ,32,0.3977, ,2,0.0, ,4.2, ,1.97, ,18.8,28.8,"Sbc",1,21.94,1.12,"cl0024/cl0024ew1_18.fits  ",6.6541,17.1701
143,c,"Cl 0024+16", ,49,0.388, ,1,0.0, ,, ,2.16, ,-20.8,26.4,"SBa/0",1,20.8,1.56,"cl0024/cl0024ew2_14.fits  ",6.6426,17.1694
112,c,"Cl 0024+16", ,18,0.383, ,2,0.0, ,, ,2.08, ,-15.6,33.5,"E",1,20.79,1.64,"cl0024/cl0024dg92_196.fits",6.6441,17.1714
185,c,"Cl 0024+16", ,91,0.3882, ,2,0.0, ,, ,1.9, ,-10.1,38.2,"E",0,21.3,1.81,"cl0024/cl0024ns2_16.fits  ",6.6457,17.1727
114,c,"Cl 0024+16", ,20,0.385, ,1,0.0, ,, ,2.08, ,-18.9,39.3,"E",0,19.73,1.58,"cl0024/cl0024dg92_210.fits",6.6431,17.173
142,c,"Cl 0024+16", ,48,0.3862, ,3,-54.5, ,, ,1.53, ,-39.6,40.9," ",,21.83,1.9,"cl0024/cl0024ew2_13.fits  ",6.6371,17.1735
166,c,"Cl 0024+16", ,72,0.3957, ,2,-23.2, ,, ,1.69, ,-25.2,44.5," ",,21.99,1.14,"cl0024/cl0024ns1_21.fits  ",6.6413,17.1745
467,f,"Cl 0024+16", ,109,0.4545, ,3,-12.9, ,0.0, ,1.41, ,-28.4,43.6," ",,21.17,0.63,"cl0024/cl0024dg92_220.fits",6.6404,17.1742
121,c,"Cl 0024+16", ,27,0.386, ,4,0.0, ,, ,1.98, ,5.4,50.5," ",,,,"cl0024/cl0024dg92_367.fits",6.6502,17.1761
119,c,"Cl 0024+16", ,25,0.401, ,3,, ,, ,1.68, ,-65.6,33.8," ",,20.14,0.88,"cl0024/cl0024dg92_264.fits",6.6296,17.1715
484,f,"Cl 0024+16", ,126,0.2129, ,1,-29.5, ,1.3, ,1.81, ,-57.4,38.9," ",,19.31,0.59,"cl0024/cl0024ns1_20.fits  ",6.6319,17.1729
157,c,"Cl 0024+16", ,63,0.3881, ,2,-20.6, ,3.0, ,1.55, ,-102.7,29.9," ",,21.81,0.76,"cl0024/cl0024ew2_6.fits   ",6.6188,17.1704
468,f,"Cl 0024+16", ,110,0.2132, ,2,0.0, ,7.4, ,2.11, ,-76.7,57.6," ",,21.3,0.79,"cl0024/cl0024ew1_11.fits  ",6.6263,17.1781
140,c,"Cl 0024+16", ,46,0.3968, ,3,0.0, ,, ,2.14, ,-45.6,43.0," ",,20.73,1.62,"cl0024/cl0024ew2_11.fits  ",6.6354,17.1741
141,c,"Cl 0024+16", ,47,0.3965, ,2,0.0, ,, ,2.26, ,-42.2,42.2," ",,21.26,1.48,"cl0024/cl0024ew2_12.fits  ",6.6364,17.1738
186,c,"Cl 0024+16", ,92,0.3983,:,4,, ,7.6, ,2.39, ,-33.5,50.7," ",,21.68,1.72,"cl0024/cl0024ns2_17.fits  ",6.6389,17.1762
116,c,"Cl 0024+16", ,22,0.3915, ,1,0.0, ,, ,1.84, ,-14.4,72.7," ",,20.97,1.45,"cl0024/cl0024dg92_236.fits",6.6444,17.1823
167,c,"Cl 0024+16", ,73,0.3938, ,1,0.0, ,1.4, ,2.56, ,-14.7,72.5," ",,,,"cl0024/cl0024ns1_23.fits  ",6.6444,17.1822
485,f,"Cl 0024+16", ,127,0.2724, ,1,0.0, ,0.0, ,1.93, ,-53.9,86.8," ",,20.4,1.27,"cl0024/cl0024ns1_24.fits  ",6.633,17.1862
127,c,"Cl 0024+16", ,33,0.4035, ,3,0.0, ,, ,1.93, ,33.2,47.6," ",,22.29,1.2,"cl0024/cl0024ew1_19.fits  ",6.6583,17.1753
110,c,"Cl 0024+16", ,16,0.399, ,2,-20.7, ,, ,1.49, ,23.9,53.6," ",,21.34,0.84,"cl0024/cl0024dg92_177.fits",6.6556,17.177
118,c,"Cl 0024+16", ,24,0.386, ,3,-15.5, ,, ,1.48, ,-6.9,85.8," ",,20.83,0.69,"cl0024/cl0024dg92_241.fits",6.6466,17.1859
168,c,"Cl 0024+16", ,74,0.3962, ,1,, ,3.2, ,2.2, ,6.4,103.4," ",,20.96,1.51,"cl0024/cl0024ns1_25.fits  ",6.6505,17.1908
169,c,"Cl 0024+16", ,75,0.389, ,2,-37.9, ,3.9, ,1.72, ,-29.1,118.4," ",,22.51,0.6,"cl0024/cl0024ns1_26.fits  ",6.6402,17.195
123,c,"Cl 0024+16", ,29,0.3914, ,2,-42.1, ,7.5, ,1.76, ,-98.5,67.3," ",,21.83,0.57,"cl0024/cl0024ew1_10.fits  ",6.62,17.1808
138,c,"Cl 0024+16", ,44,0.396, ,3,0.0, ,, ,, ,-104.0,69.8," ",,20.72,1.76,"cl0024/cl0024ew1_9.fits   ",6.6184,17.1815
187,c,"Cl 0024+16", ,93,0.395, ,3,-17.3, ,, ,1.34, ,-86.8,92.6," ",,22.39,0.86,"cl0024/cl0024ns2_19.fits  ",6.6234,17.1878
665,f,"Cl 0024+16", ,137,0.0, ,1,, ,, ,, ,-94.5,105.9," ",,21.31,1.36,"cl0024/cl0024ns2_20.fits  ",6.6212,17.1915
189,c,"Cl 0024+16", ,95,0.3928, ,2,0.0, ,4.7, ,2.67, ,-110.2,115.7," ",,21.42,1.94,"cl0024/cl0024ns2_21.fits  ",6.6166,17.1942
190,c,"Cl 0024+16", ,96,0.397, ,2,0.0, ,, ,2.28, ,-137.2,136.0," ",,,,"cl0024/cl0024ns2_22.fits  ",6.6087,17.1999
191,c,"Cl 0024+16", ,97,0.392, ,1,-3.5, ,2.7, ,1.97, ,-116.6,151.1," ",,19.97,1.36,"cl0024/cl0024ns2_23.fits  ",6.6147,17.2041
120,c,"Cl 0024+16", ,26,0.3923, ,3,0.0, ,, ,1.62, ,-42.6,110.1," ",,20.5,1.33,"cl0024/cl0024dg92_293.fits",6.6362,17.1927
172,c,"Cl 0024+16", ,78,0.3954, ,2,0.0, ,2.0, ,2.41, ,-26.5,154.0," ",,21.28,1.56,"cl0024/cl0024ns1_29.fits  ",6.6409,17.2049
174,c,"Cl 0024+16", ,80,0.3955, ,2,-33.9, ,, ,2.04, ,-28.6,157.0," ",,20.95,0.77,"cl0024/cl0024ns1_30.fits  ",6.6403,17.2057
170,c,"Cl 0024+16", ,76,0.3931, ,2,0.0, ,, ,2.79, ,-55.2,134.5," ",,21.38,1.62,"cl0024/cl0024ns1_27.fits  ",6.6326,17.1995
171,c,"Cl 0024+16", ,77,0.3929, ,3,0.0, ,, ,1.82, ,-55.4,166.3," ",,,,"cl0024/cl0024ns1_28.fits  ",6.6325,17.2083
192,c,"Cl 0024+16", ,98,0.3921, ,3,0.0, ,11.8,:,2.13, ,-79.9,166.7," ",,,,"cl0024/cl0024ns2_24.fits  ",6.6254,17.2084
175,c,"Cl 0024+16", ,81,0.3884, ,2,-19.4, ,, ,1.88, ,-62.8,169.7," ",,21.83,0.9,"cl0024/cl0024ns1_31.fits  ",6.6304,17.2092
193,c,"Cl 0024+16", ,99,0.3962, ,3,, ,, ,2.12, ,-104.5,184.7," ",,,,"cl0024/cl0024ns2_25.fits  ",6.6182,17.2134
176,c,"Cl 0024+16", ,82,0.3933, ,3,, ,, ,1.9, ,-50.3,185.8," ",,,,"cl0024/cl0024ns1_32.fits  ",6.634,17.2137
662,f,"Cl 0024+16", ,134,0.0, ,1,, ,, ,, ,-44.7,198.5," ",,21.64,1.22,"cl0024/cl0024ns1_33.fits  ",6.6356,17.2172
177,c,"Cl 0024+16", ,83,0.3902, ,4,-34.0, ,12.0,:,2.13, ,-76.3,213.6," ",,,,"cl0024/cl0024ns1_34.fits  ",6.6264,17.2214
194,c,"Cl 0024+16", ,100,0.3955, ,3,-16.0, ,, ,1.77, ,-116.4,196.8," ",,,,"cl0024/cl0024ns2_26.fits  ",6.6148,17.2168
195,c,"Cl 0024+16", ,101,0.3977, ,3,, ,3.5,:,2.44, ,-146.8,221.3," ",,,,"cl0024/cl0024ns2_27.fits  ",6.6059,17.2236
486,f,"Cl 0024+16", ,128,0.6231, ,3,-14.0, ,8.0, ,1.57, ,-63.4,240.4," ",,,,"cl0024/cl0024ns1_35.fits  ",6.6302,17.2289
196,c,"Cl 0024+16", ,102,0.3934, ,3,-23.6, ,6.3, ,1.77, ,-114.0,248.1," ",,,,"cl0024/cl0024ns2_29.fits  ",6.6155,17.231
453,f,"Cl 0016+16", ,30,0.329, ,3,0.0, ,0.0, ,1.78, ,85.0,-87.0," ",,20.38,1.1,"cl0016/cl0016dg92_72.fits ",4.6647,16.4134
67,c,"Cl 0016+16", ,2,0.5304, ,3,0.0, ,11.3, ,2.06, ,37.3,-69.1,"Sb",3,22.24,1.38,"cl0016/cl0016dg92_106.fits",4.6508,16.4184
70,c,"Cl 0016+16", ,5,0.555, ,4,0.0, ,, ,2.0, ,32.2,-66.4,"Sbc",0,21.67,1.55,"cl0016/cl0016dg92_114.fits",4.6494,16.4191
66,c,"Cl 0016+16", ,1,0.5485, ,1,-8.6, ,12.4,:,1.65, ,-21.1,-91.8,"Sc",2,22.32,0.96,"cl0016/cl0016dg92_67.fits ",4.6339,16.4121
69,c,"Cl 0016+16", ,4,0.5487, ,2,0.0, ,, ,1.69, ,-60.8,-66.9,"Sa",0,21.73,1.6,"                          ",4.6224,16.419
68,c,"Cl 0016+16", ,3,0.5507, ,1,0.0, ,, ,2.02, ,-14.4,-69.1,"Sa",2,20.85,1.7,"cl0016/cl0016dg92_107.fits",4.6359,16.4184
71,c,"Cl 0016+16", ,6,0.5447, ,3,0.0, ,8.5, ,1.76, ,-16.2,-66.0,"S0",1,21.46,1.58,"cl0016/cl0016dg92_115.fits",4.6353,16.4192
73,c,"Cl 0016+16", ,8,0.5498, ,2,0.0, ,8.7, ,2.02, ,-16.6,-56.4,"Sbc",0,22.13,1.22,"cl0016/cl0016dg92_139.fits",4.6352,16.4219
455,f,"Cl 0016+16", ,32,0.3011, ,2,0.0, ,0.0, ,2.04, ,-19.3,-32.3,"Sa",1,19.82,1.27,"cl0016/cl0016dg92_184.fits",4.6345,16.4286
74,c,"Cl 0016+16", ,9,0.541, ,4,0.0, ,, ,2.51, ,-52.9,-46.0,"E",0,22.54,1.43,"cl0016/cl0016dg92_159.fits",4.6247,16.4248
76,c,"Cl 0016+16", ,11,0.5561, ,1,0.0, ,4.4, ,1.69, ,-38.2,-34.4,"Sab",2,21.62,1.46,"cl0016/cl0016dg92_181.fits",4.629,16.428
77,c,"Cl 0016+16", ,12,0.5523, ,1,-12.9, ,, ,1.7, ,-34.2,-31.7,"Sc",2,20.78,1.19,"cl0016/cl0016dg92_186.fits",4.6301,16.4288
457,f,"Cl 0016+16", ,34,0.3204,:,4,0.0, ,0.0, ,1.03, ,-27.0,-13.5,"Sc",1,21.46,0.69,"cl0016/cl0016dg92_223.fits",4.6322,16.4338
454,f,"Cl 0016+16", ,31,0.3962, ,2,-14.8, ,0.0, ,1.44, ,65.0,-78.7," ",,20.72,0.98,"cl0016/cl0016dg92_87.fits ",4.6589,16.4157
72,c,"Cl 0016+16", ,7,0.5555, ,2,0.0, ,8.5,:,1.5, ,46.2,-58.4,"?",2,22.24,0.94,"cl0016/cl0016dg92_134.fits",4.6534,16.4213
75,c,"Cl 0016+16", ,10,0.5549, ,3,0.0, ,6.6,:,1.58, ,37.4,-43.9,"Sbc",1,22.35,1.39,"cl0016/cl0016dg92_163.fits",4.6509,16.4254
78,c,"Cl 0016+16", ,13,0.5474,:,4,0.0, ,, ,1.67, ,-6.4,-23.2,"E",0,21.0,1.8,"                          ",4.6382,16.4311
456,f,"Cl 0016+16", ,33,0.6354, ,1,0.0, ,0.0, ,2.26, ,-6.4,-23.2," ",,21.0,1.8,"                          ",4.6382,16.4311
459,f,"Cl 0016+16", ,36,0.6223, ,4,-40.1, ,0.0, ,1.22, ,37.1,-1.6," ",,22.64,0.48,"cl0016/cl0016dg92_248.fits",4.6508,16.4371
460,f,"Cl 0016+16", ,37,0.2066, ,3,, ,7.3, ,1.34, ,21.0,5.4," ",,21.77,0.23,"cl0016/cl0016dg92_263.fits",4.6461,16.4391
89,c,"Cl 0016+16", ,24,0.5595, ,1,-3.9,:,4.4, ,1.69, ,77.0,47.6," ",,20.83,1.25,"cl0016/cl0016dg92_371.fits",4.6623,16.4508
90,c,"Cl 0016+16", ,25,0.5432, ,1,0.0, ,, ,1.96, ,108.2,63.9," ",,21.35,1.54,"cl0016/cl0016dg92_404.fits",4.6714,16.4553
79,c,"Cl 0016+16", ,14,0.5382, ,1,0.0, ,, ,2.03, ,-10.9,-12.2,"E/S0",0,20.84,1.69,"cl0016/cl0016dg92_224.fits",4.6369,16.4342
80,c,"Cl 0016+16", ,15,0.5433, ,1,0.0, ,, ,2.34, ,0.0,0.0,"E",0,20.04,1.72,"cl0016/cl0016dg92_251.fits",4.64,16.4376
458,f,"Cl 0016+16", ,35,0.6577, ,1,-27.8, ,2.1, ,1.46, ,-6.1,-3.5,"Sd",4,22.07,0.74,"cl0016/cl0016dg92_244.fits",4.6383,16.4366
82,c,"Cl 0016+16", ,17,0.5405, ,2,0.0, ,, ,2.22, ,9.0,6.6,"E",1,21.7,1.64,"cl0016/cl0016dg92_269.fits",4.6426,16.4394
81,c,"Cl 0016+16", ,16,0.5499, ,2,0.0, ,, ,2.07, ,-35.6,5.6,"E",0,21.36,1.78,"cl0016/cl0016dg92_264.fits",4.6297,16.4391
84,c,"Cl 0016+16", ,19,0.5335, ,4,0.0, ,, ,2.35, ,-29.9,22.9,"E",1,21.53,1.61,"cl0016/cl0016dg92_304.fits",4.6314,16.4439
461,f,"Cl 0016+16", ,38,0.6504, ,1,-4.2, ,0.0, ,2.04, ,-30.6,28.7,"Sb",1,21.08,1.51,"cl0016/cl0016dg92_318.fits",4.6312,16.4455
83,c,"Cl 0016+16", ,18,0.5528, ,2,0.0, ,, ,2.02, ,26.0,19.5,"E",0,22.43,1.29,"cl0016/cl0016dg92_300.fits",4.6476,16.443
86,c,"Cl 0016+16", ,21,0.5601, ,2,-27.2, ,4.4, ,1.59, ,34.7,36.0,"Sd",1,22.21,1.14,"cl0016/cl0016dg92_338.fits",4.6501,16.4476
463,f,"Cl 0016+16", ,40,0.8113, ,3,-45.6, ,0.0, ,1.16, ,29.6,57.2," ",,22.67,0.35,"cl0016/cl0016dg92_391.fits",4.6486,16.4534
92,c,"Cl 0016+16", ,27,0.5391, ,2,-62.3, ,, ,1.48, ,22.9,66.9," ",,22.3,0.58,"cl0016/cl0016dg92_413.fits",4.6467,16.4561
85,c,"Cl 0016+16", ,20,0.548, ,2,0.0, ,, ,2.06, ,-45.7,29.0,"E",0,22.33,1.79,"cl0016/cl0016dg92_320.fits",4.6268,16.4456
88,c,"Cl 0016+16", ,23,0.5373, ,2,-33.5, ,4.8, ,1.29, ,-59.0,41.8," ",,22.66,0.96,"cl0016/cl0016dg92_356.fits",4.623,16.4492
87,c,"Cl 0016+16", ,22,0.5304, ,3,0.0, ,5.3, ,2.09, ,-29.1,40.5,"S0",1,21.96,1.54,"cl0016/cl0016dg92_352.fits",4.6316,16.4488
462,f,"Cl 0016+16", ,39,0.5766, ,2,-25.1, ,0.0, ,1.47, ,-38.1,55.0,"Sbc",1,21.85,1.13,"cl0016/cl0016dg92_387.fits",4.629,16.4528
91,c,"Cl 0016+16", ,26,0.53, ,3,0.0, ,4.2,:,1.85, ,-9.1,66.2," ",,21.89,1.43,"cl0016/cl0016dg92_411.fits",4.6374,16.4559
464,f,"Cl 0016+16", ,41,0.3302, ,4,-12.5, ,0.0, ,1.45, ,6.9,87.9," ",,22.39,0.37,"cl0016/cl0016dg92_434.fits",4.642,16.462
465,f,"Cl 0016+16", ,42,0.0672, ,1,, ,0.0, ,, ,-32.6,88.6," ",,22.47,-0.09,"cl0016/cl0016dg92_436.fits",4.6306,16.4622
94,c,"Cl 0016+16", ,29,0.5429, ,2,0.0, ,, ,2.21, ,-7.9,92.3," ",,21.09,1.66,"cl0016/cl0016dg92_439.fits",4.6378,16.4632
93,c,"Cl 0016+16", ,28,0.5477, ,1,0.0, ,, ,2.34, ,49.6,83.2," ",,21.15,1.69,"cl0016/cl0016dg92_430.fits",4.6544,16.4607
273,c,"Cl 0412-65", ,9,0.503, ,3,0.0, ,, ,1.53, ,-12.7,-210.9," ",,,,"cl0412/cl0412ma2_3.fits   ",63.2001,-65.9041
265,c,"Cl 0412-65", ,1,0.5024,:,4,0.0, ,, ,1.8,:,-54.9,-242.9," ",,,,"cl0412/cl0412ma1_1.fits   ",63.1715,-65.913
267,c,"Cl 0412-65", ,3,0.511, ,3,-14.8,:,, ,1.6,:,-35.7,-205.6," ",,,,"cl0412/cl0412ma1_2.fits   ",63.1845,-65.9027
547,f,"Cl 0412-65", ,23,0.608, ,3,-37.0, ,0.0, ,1.5, ,-81.5,-144.0," ",,,,"cl0412/cl0412ma2_7.fits   ",63.1534,-65.8856
269,c,"Cl 0412-65", ,5,0.5064, ,2,-48.8, ,, ,1.3,:,-72.8,-121.6," ",,,,"cl0412/cl0412ma1_7.fits   ",63.1593,-65.8793
274,c,"Cl 0412-65", ,10,0.507,:,3,0.0, ,, ,2.0,:,-271.7,-105.0," ",,,,"cl0412/cl0412ma2_9.fits   ",63.0243,-65.8747
548,f,"Cl 0412-65", ,24,0.36, ,2,-96.0, ,0.0, ,1.42, ,43.8,-125.2," ",,,,"cl0412/cl0412ma2_8.fits   ",63.2385,-65.8803
270,c,"Cl 0412-65", ,6,0.508,:,4,0.0, ,, ,, ,31.6,-94.5," ",,,,"cl0412/cl0412ma2_10.fits  ",63.2302,-65.8718
539,f,"Cl 0412-65", ,15,0.48,:,4,0.0, ,0.0, ,2.04, ,8.5,-72.5," ",,,,"cl0412/cl0412ma2_11.fits  ",63.2145,-65.8657
541,f,"Cl 0412-65", ,17,0.606, ,4,-17.0, ,0.0, ,1.6, ,-21.7,-43.9,"Sc",0,,,"cl0412/cl0412ma2_13.fits  ",63.194,-65.8577
535,f,"Cl 0412-65", ,11,0.2917, ,2,-132.0, ,0.0, ,1.4, ,-46.2,-81.3," ",,,,"cl0412/cl0412ma1_10.fits  ",63.1774,-65.8681
540,f,"Cl 0412-65", ,16,0.36, ,2,0.0, ,0.0, ,2.25, ,-42.8,-61.8," ",,,,"cl0412/cl0412ma2_12.fits  ",63.1797,-65.8627
536,f,"Cl 0412-65", ,12,0.489, ,3,-27.9, ,, ,1.4,:,28.0,-42.1,"Sm",3,,,"cl0412/cl0412ma1_13.fits  ",63.2278,-65.8572
271,c,"Cl 0412-65", ,7,0.509,:,4,0.0, ,, ,1.6,:,39.2,-29.5,"Sa",2,,,"cl0412/cl0412ma2_14.fits  ",63.2354,-65.8537
266,c,"Cl 0412-65", ,2,0.504, ,3,0.0, ,, ,2.02, ,18.9,-22.9,"S0",0,,,"cl0412/cl0412ma1_14.fits  ",63.2216,-65.8519
542,f,"Cl 0412-65", ,18,0.4238, ,3,0.0, ,0.0, ,2.07, ,46.5,18.3," ",,,,"cl0412/cl0412ma2_17.fits  ",63.2403,-65.8405
537,f,"Cl 0412-65", ,13,0.0853, ,3,0.0, ,0.0, ,, ,-22.9,22.8,"E",1,,,"cl0412/cl0412ma1_17.fits  ",63.1932,-65.8392
544,f,"Cl 0412-65", ,20,0.21, ,2,-80.0, ,0.0, ,1.21, ,11.6,51.0," ",,,,"cl0412/cl0412ma2_20.fits  ",63.2166,-65.8314
268,c,"Cl 0412-65", ,4,0.51,:,4,0.0, ,, ,, ,-72.2,124.3," ",,,,"cl0412/cl0412ma1_24.fits  ",63.1597,-65.811
545,f,"Cl 0412-65", ,21,0.4738, ,2,-59.0, ,0.0, ,1.52, ,-82.3,163.3," ",,,,"cl0412/cl0412ma2_26.fits  ",63.1529,-65.8002
543,f,"Cl 0412-65", ,19,0.379,:,4,0.0, ,0.0, ,1.73, ,75.6,50.1," ",,,,"cl0412/cl0412ma2_19.fits  ",63.2601,-65.8316
272,c,"Cl 0412-65", ,8,0.513, ,3,0.0, ,9.8,:,1.62, ,42.3,77.8," ",,,,"cl0412/cl0412ma2_21.fits  ",63.2375,-65.8239
538,f,"Cl 0412-65", ,14,0.4326, ,3,-31.0, ,0.0, ,1.5, ,2.8,178.6," ",,,,"cl0412/cl0412ma1_26.fits  ",63.2107,-65.7959
546,f,"Cl 0412-65", ,22,0.4331, ,3,-33.0, ,0.0, ,1.42, ,2.8,178.6," ",,,,"cl0412/cl0412ma2_27.fits  ",63.2107,-65.7959
489,f,"Cl 0054-27", ,13,0.215, ,1,0.0, ,0.0, ,1.86, ,28.4,-222.8," ",,,,"                          ",14.2547,-27.7341
497,f,"Cl 0054-27", ,21,0.6508, ,2,-50.0, ,0.0, ,1.26, ,-1.5,-213.9," ",,,,"                          ",14.2454,-27.7316
499,f,"Cl 0054-27", ,23,0.4229, ,3,-30.0, ,0.0, ,1.33, ,-59.4,-177.8," ",,,,"                          ",14.2272,-27.7216
498,f,"Cl 0054-27", ,22,0.2976, ,2,-32.0, ,0.0, ,1.33, ,-43.6,-185.3," ",,,,"                          ",14.2322,-27.7237
500,f,"Cl 0054-27", ,24,0.631, ,3,-30.0, ,0.0, ,1.38, ,-33.3,-159.4," ",,,,"                          ",14.2354,-27.7165
203,c,"Cl 0054-27", ,2,0.561, ,3,-37.6, ,, ,1.3,:,-34.0,-112.3," ",,,,"                          ",14.2352,-27.7034
493,f,"Cl 0054-27", ,17,0.3193, ,3,0.0, ,0.0, ,1.65, ,104.7,-128.0," ",,,,"                          ",14.2787,-27.7078
501,f,"Cl 0054-27", ,25,0.1616, ,2,-49.0, ,0.0, ,1.28, ,17.3,-132.8," ",,,,"                          ",14.2513,-27.7091
494,f,"Cl 0054-27", ,18,0.0985, ,3,0.0, ,0.0, ,, ,3.5,-93.3," ",,,,"                          ",14.2469,-27.6981
204,c,"Cl 0054-27", ,3,0.5617, ,3,-11.3, ,, ,1.5,:,-60.0,-92.4," ",,,,"                          ",14.227,-27.6979
205,c,"Cl 0054-27", ,4,0.577, ,3,-22.7, ,, ,1.4,:,-73.5,-67.4,"Sc",1,,,"                          ",14.2228,-27.6909
206,c,"Cl 0054-27", ,5,0.5608, ,3,0.0, ,, ,2.13, ,-14.9,-41.5,"S0",0,,,"                          ",14.2412,-27.6838
495,f,"Cl 0054-27", ,19,0.2755, ,3,-8.0, ,0.0, ,1.37, ,24.3,-45.9,"Sb",1,,,"                          ",14.2535,-27.685
207,c,"Cl 0054-27", ,6,0.552, ,2,0.0, ,, ,2.61, ,-8.9,-27.5,"SB0",0,,,"                          ",14.243,-27.6799
496,f,"Cl 0054-27", ,20,0.65, ,2,0.0, ,0.0, ,2.06, ,-14.9,-22.4,"E",0,,,"                          ",14.2412,-27.6784
209,c,"Cl 0054-27", ,8,0.56,:,4,0.0, ,, ,1.26, ,-56.2,-7.8,"Sbc",0,,,"                          ",14.2282,-27.6744
210,c,"Cl 0054-27", ,9,0.562, ,3,0.0, ,, ,, ,-55.9,8.2,"E",0,,,"                          ",14.2283,-27.6699
208,c,"Cl 0054-27", ,7,0.553, ,3,0.0, ,, ,1.9, ,-27.4,-20.4,"E/S0",1,,,"                          ",14.2372,-27.6779
202,c,"Cl 0054-27", ,1,0.563,:,4,0.0, ,, ,1.8,:,-27.6,17.9,"Sa",1,,,"                          ",14.2372,-27.6673
490,f,"Cl 0054-27", ,14,0.63,:,4,0.0, ,0.0, ,1.73, ,0.9,64.9," ",,,,"                          ",14.2461,-27.6542
211,c,"Cl 0054-27", ,10,0.559, ,2,0.0, ,, ,1.7,:,44.7,89.3," ",,,,"                          ",14.2599,-27.6474
212,c,"Cl 0054-27", ,11,0.56, ,2,0.0, ,, ,2.18, ,-39.5,104.8," ",,,,"                          ",14.2334,-27.6431
213,c,"Cl 0054-27", ,12,0.56, ,2,, ,, ,1.11, ,-16.9,115.2," ",,,,"                          ",14.2405,-27.6402
492,f,"Cl 0054-27", ,16,0.164,:,4,0.0, ,0.0, ,, ,125.5,193.5," ",,,,"                          ",14.2852,-27.6185
491,f,"Cl 0054-27", ,15,0.2148, ,2,0.0, ,0.0, ,1.05, ,19.5,156.2," ",,,,"                          ",14.2519,-27.6288
